id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
52,277h–278t,1,0,0,0,0,0,True
53,273h–274t,1,0,0,0,0,0,True
54,271h–272t,299,0,0,0,0,1,True
55,26h–27t,1141,0,0,0,0,1,True
56,269h–270t,683,0,0,0,0,1,True
57,268h–269t,611,0,0,0,0,0,True
58,267h–268t,1,0,0,0,0,0,True
59,266h–267t,1031,0,0,0,0,1,True
60,259h–260t,1871,0,0,0,0,1,True
61,257h–258t,1,0,0,0,0,0,True
62,256h–257t,1313,0,0,0,0,0,True
63,252h–253t,179,0,0,0,0,0,True
64,251h–252t,1,0,0,0,0,0,True
65,249h–250t,217,0,0,0,0,1,True
66,245h–246t,1531,0,0,0,0,0,True
67,243h–244t,1,0,0,0,0,0,True
68,241h–242t,1,0,0,0,0,1,True
69,23h–24t,1,0,0,0,0,0,True
70,232h–233t,585,0,0,0,0,1,True
71,227h–228t,52,0,0,0,0,1,True
72,223h–224t,1,0,0,0,0,1,True
73,212h–213t,1,0,0,0,0,0,True
74,211h–212t,1,0,0,0,0,0,True
75,210h–211t,713,0,0,0,0,0,True
76,209h–210t,1,0,0,0,0,0,True
77,208h–209t,4014,0,0,0,0,1,True
78,206h–207t,3257,0,0,0,0,0,True
79,204h–205t,2677,0,0,0,0,0,True
80,202h–204t,3825,0,0,0,0,0,True
81,200h–201t,1985,0,0,0,0,0,True
82,19h–20t,1062,0,0,0,0,1,True
83,199h–200t,1,0,0,0,0,0,True
84,197h–198t,1,0,0,0,0,0,True
85,18h–19t,930,0,0,0,0,1,True
86,189h–190t,4735,0,0,0,0,0,True
87,188h–189t,2163,0,0,0,0,0,True
88,185h–188t,7051,0,0,0,0,0,True
89,176h–177t,1,0,0,0,0,1,True
90,15h–16t,1056,0,0,0,0,0,True
91,155h–156t,144,0,0,0,0,0,True
92,154h–155t,4062,0,0,0,0,0,True
93,153h–154t,1,0,0,0,0,0,True
94,152h–153t,2368,0,0,0,0,0,True
95,151h–152t,1220,0,0,0,0,0,True
96,150h–151t,1,0,0,0,0,0,True
97,14h–15t,1,0,0,0,0,0,True
98,149h–150t,437,0,0,0,0,0,True
99,148h–149t,309,0,0,0,0,0,True
100,145h–146t,1,0,0,0,0,0,True
101,144h–145t,271,0,0,0,0,0,True
102,141h–142t,3502,0,0,0,0,0,True
103,140h–141t,4605,0,0,0,0,0,True
104,135h–136t,501,0,0,0,0,0,True
105,134h–135t,172,0,0,0,0,0,True
106,133h–134t,1615,0,0,0,0,0,True
107,132h–133t,3446,0,0,0,0,0,True
108,12h–13t,504,0,0,0,0,0,True
109,127h–128t,382,0,0,0,0,0,True
110,126h–127t,343,0,0,0,0,1,True
111,125h–126t,2870,0,0,0,0,0,True
112,11h–12t,1,0,0,0,0,0,True
113,119h–120t,165,0,0,0,0,1,True
114,118h–119t,81,0,0,0,0,1,True
115,115h–116t,1194,0,0,0,0,0,True
116,112h–115t,11879,0,0,0,0,0,True
117,108h–109t,1,0,0,0,0,0,True
118,107h–108t,4196,0,0,0,0,0,True
119,105h–106t,671,0,0,0,0,0,True
120,103h–104t,566,0,0,0,0,0,True
121,101h–102t,1585,0,0,0,0,0,True
